data_type,standard_feature_id,gene_symbol,mirna_name,discovery_series_id,discovery_logFC,discovery_adj_p,discovery_p_value,discovery_direction,GSE110147_present,GSE110147_logFC,GSE110147_adj_p,GSE110147_p_value,GSE110147_same_direction,GSE110147_same_direction_fdr_sig,GSE110147_same_direction_nominal_sig,GSE150910_present,GSE150910_logFC,GSE150910_adj_p,GSE150910_p_value,GSE150910_same_direction,GSE150910_same_direction_fdr_sig,GSE150910_same_direction_nominal_sig,GSE53845_present,GSE53845_logFC,GSE53845_adj_p,GSE53845_p_value,GSE53845_same_direction,GSE53845_same_direction_fdr_sig,GSE53845_same_direction_nominal_sig,GSE92592_present,GSE92592_logFC,GSE92592_adj_p,GSE92592_p_value,GSE92592_same_direction,GSE92592_same_direction_fdr_sig,GSE92592_same_direction_nominal_sig,validation_datasets_total,validation_datasets_present,same_direction_validation_count,opposite_direction_validation_count,same_direction_fdr_sig_count,same_direction_nominal_sig_count,direction_consistency_fraction,robust_strict,robust_relaxed,robust_score,validation_details,GSE21394_present,GSE21394_logFC,GSE21394_adj_p,GSE21394_p_value,GSE21394_same_direction,GSE21394_same_direction_fdr_sig,GSE21394_same_direction_nominal_sig,GSE27430_present,GSE27430_logFC,GSE27430_adj_p,GSE27430_p_value,GSE27430_same_direction,GSE27430_same_direction_fdr_sig,GSE27430_same_direction_nominal_sig
bulk mRNA,SMAD6,SMAD6,,GSE32537,-1.30330969243698,3.28590521385892e-19,1.24561929864275e-20,down,True,-1.65671227272727,8.9903366317656e-11,1.34030186023018e-11,True,True,True,True,-1.326833532577,4.3086454395404e-10,4.6426855544960697e-11,True,True,True,True,-1.34315,3.35006244417145e-05,1.11695984419082e-06,True,True,True,True,-1.41845394632434,0.0003014680769808,5.15042329049957e-05,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-1.66/FDR=8.99e-11; GSE150910:-1.33/FDR=4.31e-10; GSE53845:-1.34/FDR=3.35e-05; GSE92592:-1.42/FDR=0.000301,,,,,,,,,,,,,,
bulk mRNA,FAP,FAP,,GSE32537,1.36593402689076,5.7032397081108e-19,2.24311519900592e-20,up,True,2.28161,2.32081994683726e-13,1.95440403968275e-14,True,True,True,True,1.61939316459282,3.28066995382922e-19,8.87981813886879e-21,True,True,True,True,1.89231,1.61704626821734e-05,4.57505773446857e-07,True,True,True,True,1.60229628998757,3.14775373771366e-06,2.11068742057624e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:2.28/FDR=2.32e-13; GSE150910:1.62/FDR=3.28e-19; GSE53845:1.89/FDR=1.62e-05; GSE92592:1.6/FDR=3.15e-06,,,,,,,,,,,,,,
bulk mRNA,VIPR1,VIPR1,,GSE32537,-1.7008708184874,7.03941958126845e-19,2.83344001555659e-20,down,True,-2.37716454545455,9.567549253460128e-11,1.43123893538412e-11,True,True,True,True,-2.58910967238251,4.84002587320049e-22,8.452967787828401e-24,True,True,True,True,-3.1309975,5.21787433414395e-07,6.5032531335306305e-09,True,True,True,True,-2.65490888625321,5.45622426687575e-07,2.37915870271339e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-2.38/FDR=9.57e-11; GSE150910:-2.59/FDR=4.84e-22; GSE53845:-3.13/FDR=5.22e-07; GSE92592:-2.65/FDR=5.46e-07,,,,,,,,,,,,,,
bulk mRNA,TDO2,TDO2,,GSE32537,1.71142376806723,7.81721443965525e-18,3.63058913306165e-19,up,True,1.90148090909091,3.68195954411541e-07,1.04209949075724e-07,True,True,True,True,2.63573315548601,1.44068473718535e-14,7.73403612860347e-16,True,True,True,True,2.29059,3.33674786714155e-07,3.6948378821518604e-09,True,True,True,True,3.16024119533071,5.41391720211583e-09,7.768280503287188e-11,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.9/FDR=3.68e-07; GSE150910:2.64/FDR=1.44e-14; GSE53845:2.29/FDR=3.34e-07; GSE92592:3.16/FDR=5.41e-09,,,,,,,,,,,,,,
bulk mRNA,PEBP4,PEBP4,,GSE32537,-1.52698553613446,9.117726216436189e-18,4.28800178547041e-19,down,True,-3.58472090909091,3.0317367149851407e-15,1.44953745089838e-16,True,True,True,True,-1.82906812389781,6.51404681595471e-12,5.23071620331222e-13,True,True,True,True,-1.923845,3.54071734616409e-05,1.20410581823445e-06,True,True,True,True,-1.54971071758462,9.69899016956947e-07,4.95481882929823e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-3.58/FDR=3.03e-15; GSE150910:-1.83/FDR=6.51e-12; GSE53845:-1.92/FDR=3.54e-05; GSE92592:-1.55/FDR=9.7e-07,,,,,,,,,,,,,,
bulk mRNA,POSTN,POSTN,,GSE32537,1.57060251092437,1.7701881526927202e-17,8.66577463870493e-19,up,True,3.39379818181818,3.849036316891631e-15,1.90966393233774e-16,True,True,True,True,2.64411780502911,2.4169600676391e-33,3.89405179422424e-36,True,True,True,True,1.6755625,0.0001016404308121,4.28589118823629e-06,True,True,True,True,2.8955518225928,4.54774384442284e-08,1.12577606881128e-09,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:3.39/FDR=3.85e-15; GSE150910:2.64/FDR=2.42e-33; GSE53845:1.68/FDR=0.000102; GSE92592:2.9/FDR=4.55e-08,,,,,,,,,,,,,,
bulk mRNA,CLIC6,CLIC6,,GSE32537,1.31795875462185,3.85008220083261e-17,1.98786670955123e-18,up,True,1.05269409090909,7.94215837972461e-05,3.34745624834235e-05,True,True,True,True,1.58090419249803,8.3874178750782e-21,1.78915725762124e-22,True,True,True,True,1.772195,0.0001094903076391,4.69178072857027e-06,True,True,True,True,1.42212145286906,1.2421836231353e-05,1.10410157335235e-06,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.05/FDR=7.94e-05; GSE150910:1.58/FDR=8.39e-21; GSE53845:1.77/FDR=0.000109; GSE92592:1.42/FDR=1.24e-05,,,,,,,,,,,,,,
bulk mRNA,TMEM45A,TMEM45A,,GSE32537,1.37845851092437,6.37855212685803e-17,3.4054529346739896e-18,up,True,2.38242090909091,7.869299722412909e-11,1.15781299636907e-11,True,True,True,True,1.5739396299785,1.85423730421186e-27,1.17107208747028e-29,True,True,True,True,1.5205875,0.0027882185324776,0.0002520277532039,True,True,True,True,2.02048327985417,1.13174572271487e-08,1.99039641926851e-10,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:2.38/FDR=7.87e-11; GSE150910:1.57/FDR=1.85e-27; GSE53845:1.52/FDR=0.00279; GSE92592:2.02/FDR=1.13e-08,,,,,,,,,,,,,,
bulk mRNA,COL6A3,COL6A3,,GSE32537,1.01074870252101,8.25780964147234e-17,4.52624712566057e-18,up,True,2.06268545454546,1.63508946010347e-16,5.10528173653562e-18,True,True,True,True,1.43664196243528,5.6118233159721e-24,6.6906445411796e-26,True,True,True,True,1.388545,0.0001469993011509,6.74045576009295e-06,True,True,True,True,2.23616883529476,3.70588015041852e-10,2.35871998854174e-12,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:2.06/FDR=1.64e-16; GSE150910:1.44/FDR=5.61e-24; GSE53845:1.39/FDR=0.000147; GSE92592:2.24/FDR=3.71e-10,,,,,,,,,,,,,,
bulk mRNA,PLA2G1B,PLA2G1B,,GSE32537,-1.45139573781513,1.01789252227394e-16,5.692262154793201e-18,down,True,-3.62882318181818,6.50034544596426e-17,1.74139055704722e-18,True,True,True,True,-2.33078367513946,2.0706511761440002e-13,1.32243044116691e-14,True,True,True,True,-2.9267225,1.02842628585264e-05,2.59360849667859e-07,True,True,True,True,-1.6532796361454,0.0001738389169661,2.64060112924015e-05,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-3.63/FDR=6.5e-17; GSE150910:-2.33/FDR=2.07e-13; GSE53845:-2.93/FDR=1.03e-05; GSE92592:-1.65/FDR=0.000174,,,,,,,,,,,,,,
bulk mRNA,SLAMF7,SLAMF7,,GSE32537,1.36189940504202,1.5761784094992e-16,9.087756687405449e-18,up,True,1.30191681818182,4.51301765927404e-06,1.53483532971797e-06,True,True,True,True,1.14963006055141,1.3088032257474e-11,1.11338313098017e-12,True,True,True,True,2.75401,1.28323483609427e-08,6.54136782301712e-11,True,True,True,True,1.30006722789709,0.0001794403770185,2.75096159887086e-05,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.3/FDR=4.51e-06; GSE150910:1.15/FDR=1.31e-11; GSE53845:2.75/FDR=1.28e-08; GSE92592:1.3/FDR=0.000179,,,,,,,,,,,,,,
bulk mRNA,TNC,TNC,,GSE32537,1.40301981512605,3.6065213692786005e-16,2.1880568976794802e-17,up,True,1.07024,3.4310141442899e-06,1.14398050965272e-06,True,True,True,True,1.5736643494325,4.65102240319158e-19,1.29186740721503e-20,True,True,True,True,1.8460075,1.74540098677991e-08,9.77753846985608e-11,True,True,True,True,2.14567140759655,1.62789080114442e-09,1.63597981243926e-11,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.07/FDR=3.43e-06; GSE150910:1.57/FDR=4.65e-19; GSE53845:1.85/FDR=1.75e-08; GSE92592:2.15/FDR=1.63e-09,,,,,,,,,,,,,,
bulk mRNA,TMPRSS4,TMPRSS4,,GSE32537,1.46192966218488,5.32245194517324e-16,3.3003655994756204e-17,up,True,1.75083,3.59731298212531e-06,1.20342581337339e-06,True,True,True,True,3.6263695105734,1.00059826852067e-22,1.53471926215068e-24,True,True,True,True,2.5596025,7.20148521195079e-05,2.84019550920108e-06,True,True,True,True,4.11647684648491,6.79137742815097e-06,5.36530571203932e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.75/FDR=3.6e-06; GSE150910:3.63/FDR=1e-22; GSE53845:2.56/FDR=7.2e-05; GSE92592:4.12/FDR=6.79e-06,,,,,,,,,,,,,,
bulk mRNA,ZNF385D,ZNF385D,,GSE32537,1.18058884537815,1.1069502849277902e-15,7.225282194507771e-17,up,True,1.41926681818182,5.0460843314431804e-09,1.03961733830976e-09,True,True,True,True,2.54581606016929,2.0093516386826903e-20,4.53227475374714e-22,True,True,True,True,1.3705625,9.98316467907812e-06,2.50071465370813e-07,True,True,True,True,2.6516421513929,3.81394985679857e-09,4.85500847161004e-11,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.42/FDR=5.05e-09; GSE150910:2.55/FDR=2.01e-20; GSE53845:1.37/FDR=9.98e-06; GSE92592:2.65/FDR=3.81e-09,,,,,,,,,,,,,,
bulk mRNA,SLC19A3,SLC19A3,,GSE32537,-1.00092858319328,1.3895887378911502e-15,9.20965925029116e-17,down,True,-1.55681545454545,1.35175612932614e-06,4.19875364260023e-07,True,True,True,True,-1.44646132454944,7.707307108402091e-17,2.94543604774276e-18,True,True,True,True,-1.3312975,7.4263141831756e-07,1.00889195122654e-08,True,True,True,True,-2.16921309423568,7.68656810863454e-08,2.14147590095954e-09,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-1.56/FDR=1.35e-06; GSE150910:-1.45/FDR=7.71e-17; GSE53845:-1.33/FDR=7.43e-07; GSE92592:-2.17/FDR=7.69e-08,,,,,,,,,,,,,,
bulk mRNA,KRT15,KRT15,,GSE32537,1.49702646218488,3.890871010071031e-15,2.78116693343668e-16,up,True,1.74065545454546,1.33179987436439e-05,4.89650540948698e-06,True,True,True,True,3.29355627755745,1.85423730421186e-27,1.16108823417345e-29,True,True,True,True,1.8845525,0.0115749020533542,0.0015233700360951,True,True,True,True,3.30014050630428,4.34215528307794e-07,1.80125139597281e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.74/FDR=1.33e-05; GSE150910:3.29/FDR=1.85e-27; GSE53845:1.88/FDR=0.0116; GSE92592:3.3/FDR=4.34e-07,,,,,,,,,,,,,,
bulk mRNA,PLA2G4F,PLA2G4F,,GSE32537,-1.19664395462185,6.288540420937131e-15,4.70456496762995e-16,down,True,-1.55150272727273,6.41927274114246e-08,1.6030348933117e-08,True,True,True,True,-1.37512148518407,5.73600223683627e-07,1.09751824715904e-07,True,True,True,True,-1.24431,8.7965573624608e-10,2.1455017957221498e-12,True,True,True,True,-1.47495340467379,1.85869551406285e-05,1.77661030655775e-06,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-1.55/FDR=6.42e-08; GSE150910:-1.38/FDR=5.74e-07; GSE53845:-1.24/FDR=8.8e-10; GSE92592:-1.47/FDR=1.86e-05,,,,,,,,,,,,,,
bulk mRNA,VCAM1,VCAM1,,GSE32537,1.47585871596639,6.77721998893507e-15,5.09851110464655e-16,up,True,1.23632454545455,1.04939442406198e-05,3.79454871781431e-06,True,True,True,True,1.36422838488694,4.53762754815138e-10,4.91573880804438e-11,True,True,True,True,2.3452525,1.10437197325442e-07,9.77773234856961e-10,True,True,True,True,1.11590723481356,0.0082009192453032,0.0027750362096689,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.24/FDR=1.05e-05; GSE150910:1.36/FDR=4.54e-10; GSE53845:2.35/FDR=1.1e-07; GSE92592:1.12/FDR=0.0082,,,,,,,,,,,,,,
bulk mRNA,HHIP,HHIP,,GSE32537,-1.38139442184874,1.13777423481292e-14,8.86416579590654e-16,down,True,-1.11700454545455,0.0029046687086905,0.0016124544677128,True,True,True,True,-1.62632104677208,3.62197475174302e-12,2.76835861027726e-13,True,True,True,True,-1.9953625,4.10621666729827e-05,1.43817734981471e-06,True,True,True,True,-1.59558202790843,9.85065736757188e-06,8.45608321371327e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-1.12/FDR=0.0029; GSE150910:-1.63/FDR=3.62e-12; GSE53845:-2/FDR=4.11e-05; GSE92592:-1.6/FDR=9.85e-06,,,,,,,,,,,,,,
bulk mRNA,BPIFB1,BPIFB1,,GSE32537,3.36174814957984,1.49868522756291e-14,1.1914234026650801e-15,up,True,3.84632772727273,1.18655038270448e-05,4.32399385642436e-06,True,True,True,True,3.22473021894355,7.79620877005339e-12,6.35574150552139e-13,True,True,True,True,2.0000825,0.0239434297349857,0.0038858434501608,True,True,True,True,5.40442647880927,3.38642914477421e-05,3.71333082482081e-06,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:3.85/FDR=1.19e-05; GSE150910:3.22/FDR=7.8e-12; GSE53845:2/FDR=0.0239; GSE92592:5.4/FDR=3.39e-05,,,,,,,,,,,,,,
bulk mRNA,VSIG1,VSIG1,,GSE32537,1.77206513277311,5.1323759485904e-14,4.45808053107685e-15,up,True,1.71870090909091,0.0001869048727841,8.41375995220677e-05,True,True,True,True,2.34744154036591,2.5283500336395403e-14,1.3915131331624501e-15,True,True,True,True,1.0701925,0.0148201927951018,0.0020863939710567,True,True,True,True,2.14325881268464,0.0030357009285999,0.0008382880237203,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.72/FDR=0.000187; GSE150910:2.35/FDR=2.53e-14; GSE53845:1.07/FDR=0.0148; GSE92592:2.14/FDR=0.00304,,,,,,,,,,,,,,
bulk mRNA,PROM1,PROM1,,GSE32537,2.15991941344538,2.04572901907448e-13,1.95420258538074e-14,up,True,2.99924954545455,4.3312119030309e-06,1.4701431638903e-06,True,True,True,True,2.68977279790067,2.41630803455474e-12,1.79545219039867e-13,True,True,True,True,1.543425,0.0300143834823464,0.0052614404077286,True,True,True,True,2.80287836881389,0.0001705082523324,2.58175635266361e-05,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:3/FDR=4.33e-06; GSE150910:2.69/FDR=2.42e-12; GSE53845:1.54/FDR=0.03; GSE92592:2.8/FDR=0.000171,,,,,,,,,,,,,,
bulk mRNA,CYP24A1,CYP24A1,,GSE32537,1.53054234957983,3.67551603200108e-13,3.673886962013e-14,up,True,2.48792136363637,8.05026265679293e-07,2.41263690579141e-07,True,True,True,True,4.25991042384204,7.52146777827177e-17,2.85987367995124e-18,True,True,True,True,1.0937525,0.0126959628494374,0.0017099294354778,True,True,True,True,5.07954395739181,1.62234474067724e-06,9.38682871402012e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:2.49/FDR=8.05e-07; GSE150910:4.26/FDR=7.52e-17; GSE53845:1.09/FDR=0.0127; GSE92592:5.08/FDR=1.62e-06,,,,,,,,,,,,,,
bulk mRNA,VTCN1,VTCN1,,GSE32537,1.01088766386555,3.27385273520743e-12,3.92862328224892e-13,up,True,1.47568772727273,0.0001408152691877,6.19939042863607e-05,True,True,True,True,1.97229001427543,6.3101406987947806e-09,8.32839347240556e-10,True,True,True,True,1.7870225,0.0094066325497902,0.0011733053380396,True,True,True,True,2.84939367166842,7.02104286618631e-05,8.89439241995239e-06,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.48/FDR=0.000141; GSE150910:1.97/FDR=6.31e-09; GSE53845:1.79/FDR=0.00941; GSE92592:2.85/FDR=7.02e-05,,,,,,,,,,,,,,
bulk mRNA,MUC5B,MUC5B,,GSE32537,1.63868643697479,7.46966429304818e-12,9.44490606426427e-13,up,True,1.53704772727273,0.0012878582949017,0.0006714098009189,True,True,True,True,3.59834562883464,2.31958019932901e-13,1.49486382633821e-14,True,True,True,True,1.56671,0.0169127292928483,0.002475521594987,True,True,True,True,4.11303809589863,1.18720603404375e-06,6.42288340678016e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.54/FDR=0.00129; GSE150910:3.6/FDR=2.32e-13; GSE53845:1.57/FDR=0.0169; GSE92592:4.11/FDR=1.19e-06,,,,,,,,,,,,,,
bulk mRNA,HSD17B6,HSD17B6,,GSE32537,-1.00812111764706,1.30332522292615e-10,2.00679364868964e-11,down,True,-1.55903136363636,1.69712837527543e-06,5.36656895914797e-07,True,True,True,True,-1.9222065252969,1.05639393826964e-25,9.87156802533336e-28,True,True,True,True,-1.8630875,6.87392406871652e-07,9.10375797393431e-09,True,True,True,True,-2.21123649774963,8.09119961919756e-10,6.36960050419774e-12,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-1.56/FDR=1.7e-06; GSE150910:-1.92/FDR=1.06e-25; GSE53845:-1.86/FDR=6.87e-07; GSE92592:-2.21/FDR=8.09e-10,,,,,,,,,,,,,,
bulk mRNA,CACNA2D2,CACNA2D2,,GSE32537,-1.01735182689076,1.3491462308002002e-10,2.08073347561905e-11,down,True,-2.325935,5.83025079539595e-10,1.00944216702579e-10,True,True,True,True,-1.66578849589572,7.220179675675571e-17,2.72670315779202e-18,True,True,True,True,-1.556545,0.0003149447318602,1.71452839393182e-05,True,True,True,True,-1.29947383024397,3.11978160189409e-06,2.0867055770583e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-2.33/FDR=5.83e-10; GSE150910:-1.67/FDR=7.22e-17; GSE53845:-1.56/FDR=0.000315; GSE92592:-1.3/FDR=3.12e-06,,,,,,,,,,,,,,
bulk mRNA,ABCA13,ABCA13,,GSE32537,1.35016116806723,1.39556884612677e-10,2.1581683913324494e-11,up,True,1.77593136363636,1.33428072552823e-05,4.90722940950198e-06,True,True,True,True,1.90797208997193,8.52898566113487e-10,9.734377525210959e-11,True,True,True,True,1.0517575,0.0433564294899139,0.0085707404358631,True,True,True,True,2.04275191013599,0.0013497977051672,0.0003165178025628,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.78/FDR=1.33e-05; GSE150910:1.91/FDR=8.53e-10; GSE53845:1.05/FDR=0.0434; GSE92592:2.04/FDR=0.00135,,,,,,,,,,,,,,
bulk mRNA,SLC6A4,SLC6A4,,GSE32537,-2.00603701008404,1.42378171150351e-10,2.20656379054769e-11,down,True,-3.36421772727273,2.41521118963801e-08,5.6084370718927e-09,True,True,True,True,-4.08380807676138,3.76815215578811e-21,7.60089981801686e-23,True,True,True,True,-2.53453,4.91182933972018e-06,1.03507818280933e-07,True,True,True,True,-3.8562922551989,1.13048668878645e-05,9.90935236108946e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-3.36/FDR=2.42e-08; GSE150910:-4.08/FDR=3.77e-21; GSE53845:-2.53/FDR=4.91e-06; GSE92592:-3.86/FDR=1.13e-05,,,,,,,,,,,,,,
bulk mRNA,MUC4,MUC4,,GSE32537,1.12091663865546,7.08680994349053e-10,1.24775298084553e-10,up,True,1.02679863636364,0.00809354015679,0.0048954530065096,True,True,True,True,2.4083064114028,3.90131341386372e-17,1.42807631570187e-18,True,True,True,True,1.81576,0.0025479971420007,0.0002252180888441,True,True,True,True,2.72194656785924,3.80886363200484e-06,2.6475546992608e-07,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.03/FDR=0.00809; GSE150910:2.41/FDR=3.9e-17; GSE53845:1.82/FDR=0.00255; GSE92592:2.72/FDR=3.81e-06,,,,,,,,,,,,,,
bulk mRNA,CXCL13,CXCL13,,GSE32537,1.10801094789916,2.4388400775296e-09,4.58991743461429e-10,up,True,1.90529227272727,8.49933865077397e-07,2.5546259788253e-07,True,True,True,True,4.4106718996096,3.36032901414079e-18,1.08278952572688e-19,True,True,True,True,1.9341375,0.003996921865355,0.0003960852082667,True,True,True,True,5.01033295797922,4.14704568679372e-07,1.7034383223966e-08,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.91/FDR=8.5e-07; GSE150910:4.41/FDR=3.36e-18; GSE53845:1.93/FDR=0.004; GSE92592:5.01/FDR=4.15e-07,,,,,,,,,,,,,,
bulk mRNA,IGF1,IGF1,,GSE32537,1.03803355798319,3.03885100882546e-09,5.80306108965666e-10,up,True,1.96590318181818,1.3869399642591698e-11,1.73987092852525e-12,True,True,True,True,2.03218797426189,7.05293483149979e-27,5.18163672611314e-29,True,True,True,True,1.3539825,9.93564542074939e-05,4.16490635552693e-06,True,True,True,True,2.66549661438639,4.00559787583702e-10,2.61657613462638e-12,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:1.97/FDR=1.39e-11; GSE150910:2.03/FDR=7.05e-27; GSE53845:1.35/FDR=9.94e-05; GSE92592:2.67/FDR=4.01e-10,,,,,,,,,,,,,,
bulk mRNA,SPP1,SPP1,,GSE32537,1.92438231764706,3.15819963907801e-09,6.03890056509895e-10,up,True,3.96089636363637,1.9216289731577697e-11,2.49661138777684e-12,True,True,True,True,3.27510478197862,9.62825252980911e-18,3.29483926875597e-19,True,True,True,True,3.4176025,0.0002463181824476,1.2766491163446e-05,True,True,True,True,4.75369184548525,4.755013637330991e-09,6.504261856658439e-11,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:3.96/FDR=1.92e-11; GSE150910:3.28/FDR=9.63e-18; GSE53845:3.42/FDR=0.000246; GSE92592:4.75/FDR=4.76e-09,,,,,,,,,,,,,,
bulk mRNA,RTKN2,RTKN2,,GSE32537,-1.24558287226891,2.66378197549658e-06,7.71939496330097e-07,down,True,-2.41551909090909,9.5779256263248e-08,2.46344580784592e-08,True,True,True,True,-3.57868688386851,5.8059448162058e-27,4.19066713549687e-29,True,True,True,True,-1.06503,0.0020696379294666,0.0001749601235007,True,True,True,True,-4.81150701193099,1.9619437299318e-12,1.4240002506344402e-15,True,True,True,4,4,4,0,4,4,1.0,True,True,29.0,GSE110147:-2.42/FDR=9.58e-08; GSE150910:-3.58/FDR=5.81e-27; GSE53845:-1.07/FDR=0.00207; GSE92592:-4.81/FDR=1.96e-12,,,,,,,,,,,,,,
bulk mRNA,FAM81B,FAM81B,,GSE32537,1.47641071260504,3.74401570202458e-14,3.15813207333956e-15,up,True,1.48255363636364,0.0001098312716093,4.75021816513682e-05,True,True,True,True,1.93221475438221,3.97377059821643e-10,4.2434348657888896e-11,True,True,True,True,1.2959625,0.0842512280663078,0.0210669168325802,True,False,True,True,1.36952549866129,0.0119550937030738,0.0043539208433449,True,True,True,4,4,4,0,3,4,1.0,True,True,25.0,GSE110147:1.48/FDR=0.00011; GSE150910:1.93/FDR=3.97e-10; GSE53845:1.3/FDR=0.0843; GSE92592:1.37/FDR=0.012,,,,,,,,,,,,,,
bulk mRNA,DNAH5,DNAH5,,GSE32537,1.09358799495799,1.59512036318277e-07,3.92973585707957e-08,up,True,2.34090363636364,1.06065873073382e-06,3.24151222150564e-07,True,True,True,True,1.26692230080683,3.57429682783606e-07,6.62248075016349e-08,True,True,True,True,1.0628175,0.0517597245806606,0.0108766734324986,True,False,True,True,1.55385842513272,0.0004638189328948,8.67542859185977e-05,True,True,True,4,4,4,0,3,4,1.0,True,True,25.0,GSE110147:2.34/FDR=1.06e-06; GSE150910:1.27/FDR=3.57e-07; GSE53845:1.06/FDR=0.0518; GSE92592:1.55/FDR=0.000464,,,,,,,,,,,,,,
bulk mRNA,MSMB,MSMB,,GSE32537,1.44994073109244,3.86277940872785e-07,1.00464589140805e-07,up,True,1.90451590909091,0.0069096850533039,0.0041221126197204,True,True,True,True,4.47974850125865,2.52778131716188e-08,3.76145328435058e-09,True,True,True,True,2.257595,0.0948640255096872,0.0248253204136987,True,False,True,True,5.04406590373632,0.0025648550658127,0.0006809342245366,True,True,True,4,4,4,0,3,4,1.0,True,True,25.0,GSE110147:1.9/FDR=0.00691; GSE150910:4.48/FDR=2.53e-08; GSE53845:2.26/FDR=0.0949; GSE92592:5.04/FDR=0.00256,,,,,,,,,,,,,,
bulk mRNA,GPX3,GPX3,,GSE32537,-1.41080964201681,2.6086075186579092e-40,1.09146758102842e-43,down,True,-2.29742409090909,2.0903497924302e-13,1.73520942615763e-14,True,True,True,True,-1.30014601620867,5.20137795497896e-19,1.4581423022593602e-20,True,True,True,True,-2.2756575,1.16089072270822e-08,5.74782479779922e-11,True,True,True,True,-0.843291671119031,0.0001738389169661,2.64158310358023e-05,True,False,False,4,4,4,0,3,3,1.0,True,True,23.0,GSE110147:-2.3/FDR=2.09e-13; GSE150910:-1.3/FDR=5.2e-19; GSE53845:-2.28/FDR=1.16e-08; GSE92592:-0.843/FDR=0.000174,,,,,,,,,,,,,,
bulk mRNA,FNDC1,FNDC1,,GSE32537,1.62903684537815,7.57529850525603e-37,1.16250276280278e-39,up,True,0.290495,0.0781113915242612,0.0574182184265194,True,False,False,True,2.99459072930832,2.0548100296715505e-23,2.8206131102664203e-25,True,True,True,True,2.20724,1.29033456712018e-10,2.10859551212322e-13,True,True,True,True,2.59626670467011,7.59180404360355e-07,3.59435532855553e-08,True,True,True,4,4,4,0,3,3,1.0,True,True,23.0,GSE110147:0.29/FDR=0.0781; GSE150910:2.99/FDR=2.05e-23; GSE53845:2.21/FDR=1.29e-10; GSE92592:2.6/FDR=7.59e-07,,,,,,,,,,,,,,
bulk mRNA,KLHL13,KLHL13,,GSE32537,1.39818914621849,2.4522472193759e-35,4.30938841898693e-38,up,True,1.58793954545455,2.27753083207995e-12,2.42548107353681e-13,True,True,True,True,1.68491875022701,8.45400088608814e-26,7.71466779094427e-28,True,True,True,True,0.8755875,4.83659580767783e-07,5.84208209885955e-09,True,False,False,True,1.47238587933861,2.85686557214978e-05,3.00663927391119e-06,True,True,True,4,4,4,0,3,3,1.0,True,True,23.0,GSE110147:1.59/FDR=2.28e-12; GSE150910:1.68/FDR=8.45e-26; GSE53845:0.876/FDR=4.84e-07; GSE92592:1.47/FDR=2.86e-05,,,,,,,,,,,,,,
